"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.co-prescriber.co-prescriberType","BePhysiotherapyPrescription.co-prescriber.co-prescriberType","","","",1,1,"","","","code {[]} {[]}
","Type of the practitioner","Type of the practitioner","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.co-prescriber.co-prescriberType",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.co-prescriber.status","BePhysiotherapyPrescription.co-prescriber.status","","","",0,1,"","","","code {[]} {[]}
","Status of co prescribing status (to sign, signed or refused)","Status of co prescribing status (to sign, signed or refused)","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.co-prescriber.status",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.co-prescriber.required","BePhysiotherapyPrescription.co-prescriber.required","","","",1,1,"","","","positiveInt {[]} {[]}
","Type of mandatory for the signature of the co-prescriber (1= required: the co-prescriber SHALL sign to make the prescription valid, 2= conditionally required: the co-prescriber SHALL sign if the number of co-prescribers with a signature is lower than the number in co-prescriber number 3= optional: the signature does not affect the validity of the prescription, but is for information only","Type of mandatory for the signature of the co-prescriber (1= required: the co-prescriber SHALL sign to make the prescription valid, 2= conditionally required: the co-prescriber SHALL sign if the number of co-prescribers with a signature is lower than the number in co-prescriber number 3= optional: the signature does not affect the validity of the prescription, but is for information only","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.co-prescriber.required",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.patient","BePhysiotherapyPrescription.patient","","","",1,1,"","","","Reference {[]} {[]}
","The SSIN of the person for which the referral is prescribed.","The SSIN of the person for which the referral is prescribed.","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.patient",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.prescriptionNumber","BePhysiotherapyPrescription.prescriptionNumber","","","",1,1,"","","","Identifier {[]} {[]}
","An identifier for the ReferralPrescription, e.g. the UHMEP identifier, once available","An identifier for the ReferralPrescription, e.g. the UHMEP identifier, once available","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.prescriptionNumber",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.pssNumber","BePhysiotherapyPrescription.pssNumber","","","",0,1,"","","","Identifier {[]} {[]}
","An identifier for the Prescription Search Support","An identifier for the Prescription Search Support","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.pssNumber",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.pssRejectionReason","BePhysiotherapyPrescription.pssRejectionReason","","","",0,1,"","","","Annotation {[]} {[]}
","Reason for not following the PSS suggestion","Reason for not following the PSS suggestion","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.pssRejectionReason",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.groupIdentifier","BePhysiotherapyPrescription.groupIdentifier","","","",0,1,"","","","positiveInt {[]} {[]}
","An identifier for the bundle this prescription belongs to.","","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.groupIdentifier",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.basedOn","BePhysiotherapyPrescription.basedOn","","","",0,*,"","","","Reference {[]} {[]}
","The original request or prescription triggered this prescription","The original request or prescription that is the reason for this request - for example when a detailed request is created by a broader request.","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.basedOn",0,*,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.validityPeriod","BePhysiotherapyPrescription.validityPeriod","","","",1,1,"","","","Period {[]} {[]}
","Period of validity of prescription","Period of validity of prescription","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.validityPeriod",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.treatmentPeriod","BePhysiotherapyPrescription.treatmentPeriod","","","",0,1,"","","","Period {[]} {[]}
","When this prescription is executed, available after start of execution","When this prescription is executed, available after start of execution","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.treatmentPeriod",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.treatmentValidationEndDate","BePhysiotherapyPrescription.treatmentValidationEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","The latest moment to end this treatment","The latest moment to end this treatment","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.treatmentValidationEndDate",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.creationEndDate","BePhysiotherapyPrescription.creationEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","The prescription must have left the draft status before","The prescription must have left the draft status before","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.creationEndDate",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer","BePhysiotherapyPrescription.intendedPerformer","","","",1,*,"","","","BackboneElement {[]} {[]}
","The intended provider, i.e. who is expected to perform the procedure - a specific person or a speciality","The intended provider, i.e. who is expected to perform the procedure - a specific person or a speciality","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.id","BePhysiotherapyPrescription.intendedPerformer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.extension","BePhysiotherapyPrescription.intendedPerformer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.modifierExtension","BePhysiotherapyPrescription.intendedPerformer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.performer","BePhysiotherapyPrescription.intendedPerformer.performer","","","",0,1,"","","","Reference {[]} {[]}
","A reference to the provider party (e.g. a NIHDI number for a healthcare professional, a SSIN or only a displaystring for a non professional caregiver,...)","A reference to the provider party (e.g. a NIHDI number for a healthcare professional, a SSIN or only a displaystring for a non professional caregiver,...)","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.performer",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.discipline","BePhysiotherapyPrescription.intendedPerformer.discipline","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The required discipline of the provider party","The required discipline of the provider party","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.discipline",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.period","BePhysiotherapyPrescription.intendedPerformer.period","","","",0,1,"","","","Period {[]} {[]}
","Start and enddate for the particular provider","Start and enddate for the particular provider","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.period",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.organization","BePhysiotherapyPrescription.intendedPerformer.organization","","","",0,1,"","","","Reference {[]} {[]}
","Reference to an organization that will add the performer","Reference to an organization that will add the performer","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.organization",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.executionPeriod","BePhysiotherapyPrescription.intendedPerformer.executionPeriod","","","",0,1,"","","","Period {[]} {[]}
","Period in which the caregiver executes the treatment","Period in which the caregiver executes the treatment","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.executionPeriod",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.status","BePhysiotherapyPrescription.intendedPerformer.status","","","",0,1,"","","","code {[]} {[]}
","Status of the action executed by the performer","Status of the action executed by the performer","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.status",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.intendedPerformer.statusReason","BePhysiotherapyPrescription.intendedPerformer.statusReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The reason of the status of the action executed by the performer","The reason of the status of the action executed by the performer","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.intendedPerformer.statusReason",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.serviceRequested","BePhysiotherapyPrescription.serviceRequested","","","",1,1,"","","","CodeableConcept {[]} {[]}
","What is prescribed","What is prescribed","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.serviceRequested",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.serviceRequestedDetail","BePhysiotherapyPrescription.serviceRequestedDetail","","","",0,*,"","","","CodeableConcept {[]} {[]}
","More detailed specification of the prescribed act","More detailed specification of the prescribed act","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.serviceRequestedDetail",0,*,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.problemCode","BePhysiotherapyPrescription.problemCode","","","",0,1,"","","","Reference {[]} {[]}
","The problem (code or reference) that is the main reason for this prescription","The problem (code or reference) that is the main reason for this prescription","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.problemCode",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.anamnesis","BePhysiotherapyPrescription.anamnesis","","","",0,1,"","","","Reference {[]} {[]}
","Care Set Problem","Care Set Problem","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.anamnesis",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.resultReceiver","BePhysiotherapyPrescription.resultReceiver","","","",1,1,"","","","boolean {[]} {[]}
","True if the prescriber wants feedback. Other caregivers can be mentioned in the note","True if the prescriber wants feedback. Other caregivers can be mentioned in the note","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.resultReceiver",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.prescriptionStatus","BePhysiotherapyPrescription.prescriptionStatus","","","",1,1,"","","","code {[]} {[]}
","Current status","Current status","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/request-status","",,,,"BeModelReferralPrescription.prescriptionStatus",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.prescriptionStatusReason","BePhysiotherapyPrescription.prescriptionStatusReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Reason current status","Reason current status","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.prescriptionStatusReason",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.treatmentStatus","BePhysiotherapyPrescription.treatmentStatus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Status of the treatment","Status of the treatment","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.treatmentStatus",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.treatmentStatusReason","BePhysiotherapyPrescription.treatmentStatusReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Reason treatment status","Reason treatment status","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.treatmentStatusReason",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.bodyLocation","BePhysiotherapyPrescription.bodyLocation","","","",0,*,"","","","BackboneElement {[]} {[]}
","Place where the treatment should be executed","Place where the treatment should be executed","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.bodyLocation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.bodyLocation.id","BePhysiotherapyPrescription.bodyLocation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.bodyLocation.extension","BePhysiotherapyPrescription.bodyLocation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.bodyLocation.modifierExtension","BePhysiotherapyPrescription.bodyLocation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.bodyLocation.bodySite","BePhysiotherapyPrescription.bodyLocation.bodySite","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Anatomical place where the treatment should be executed","Anatomical place where the treatment should be executed","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.bodyLocation.bodySite",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.bodyLocation.bodyLaterality","BePhysiotherapyPrescription.bodyLocation.bodyLaterality","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Side of the body","Side of the body","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.bodyLocation.bodyLaterality",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.note","BePhysiotherapyPrescription.note","","","",0,*,"","","","BackboneElement {[]} {[]}
","Additional text notes about the request.","Additional text notes about the request.","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.note.id","BePhysiotherapyPrescription.note.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.note.extension","BePhysiotherapyPrescription.note.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.note.modifierExtension","BePhysiotherapyPrescription.note.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.note.type","BePhysiotherapyPrescription.note.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","type of the note","type of the note","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.note.type",0,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.note.text","BePhysiotherapyPrescription.note.text","","","",1,1,"","","","string {[]} {[]}
","text of the note","text of the note","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.note.text",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.prescriptionType","BePhysiotherapyPrescription.prescriptionType","","","",1,1,"","","","code {[]} {[]}
","Proposal, Prolongation, Prescription","Proposal, Prolongation, Prescription","","","","","","","","","",,,,,"",,,,"BeModelReferralPrescription.prescriptionType",1,1,"",""
"BePhysiotherapyPrescription","BePhysiotherapyPrescription.numberOfSessions","BePhysiotherapyPrescription.numberOfSessions","","","",0,1,"","","","integer {[]} {[]}
","Number of pt sessions that are prescribed","Number of pt sessions that are prescribed","","","","","","","","","",,,,,"",,,,"BePhysiotherapyPrescription.numberOfSessions",0,1,"",""
"be-ext-pss-info","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","BePSSInfo","Prescription Search Support Info","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
",""
"be-ext-pss-info","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"be-ext-pss-info","Extension.extension","Extension.extension","","","",1,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"be-ext-pss-info","Extension.extension:guidanceResponse","Extension.extension","guidanceResponse","","",1,1,"Y","","","Extension {[]} {[]}
","Reference to the GuidanceResponse from the PSS","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"be-ext-pss-info","Extension.extension:guidanceResponse.id","Extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
