URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,5.0.0,active,"2.16.840.1.113883.5.1022",GTSAbbreviation,GTSAbbreviation,"*Open Issue:* It appears that the printnames are suboptimal and should be improved for many of the existing codes.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/v3-ServiceDeliveryLocationRoleType"
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,5.0.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://unitsofmeasure.org,3.0.1,active,,UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/units-of-time"
https://www.ehealth.fgov.be/standards/fhir/core/CodeSystem/cd-hcparty,2.2.0,active,,HCParty,BeCdHcParty,"healthcare party in Belgium.","ValueSet/be-vs-cd-hcparty"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-cs-annex81-status-reason,1.1.0,active,,BeCSAnnex81StatusReason,eReferral Annex 81 Status Reason,"DEMONSTRATIVE EXAMPLE - Status reason for the Annex 81","ValueSet/be-vs-annex81-status-reason"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-prescription-status-reason,1.1.0,active,,BePrescriptionStatusReason,BePrescriptionStatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the prescription. Initially defined as supporting CodeSystem for the referral prescription.","ValueSet/be-vs-prescription-status-reason"
https://www.ehealth.fgov.be/standards/fhir/drp/CodeSystem/be-treatment-status-reason,1.1.0,active,,BeTreatmentStatusReason,BeTreatmentStatusReason,"DEMONSTRATIVE EXAMPLE - Status reason for the treatment. Initially defined as supporting CodeSystem for the referral prescription.","ValueSet/be-vs-treatment-status-reason"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-diabetic-education-type,1.1.0,active,,BeCSdiabeticEducationType,eReferral Diabetic Education Type,"Types of diabetes education activities.","ValueSet/be-vs-education-type-with-trajectory,ValueSet/be-vs-education-type-without-trajectory"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-glycemia-measurement-timing,1.1.0,active,,BeCSGlycemiaMeasurementTiming,eReferral Glycemia Measurement Timing,"Timing of glycemia measurements.","ValueSet/be-vs-glycemia-measurement-time"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-imaging-modality,1.1.0,draft,,BeCSImagingModality,eReferral Imaging Modality,"Imaging modality types for prior imaging requests","ValueSet/be-vs-imaging-modality"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-note-types,1.1.0,active,,BeCSNoteTypes,eReferral Note Types,"Types of notes that can be associated with a prescription.","ValueSet/be-vs-note-type"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-prescription-type,1.1.0,active,,BeCSPrescriptionType,eReferral Prescription Type,"Technical types of prescriptions supported by the eReferral system. Used for routing and workflow purposes.","ValueSet/be-vs-nursing-prescription-technical-type,ValueSet/be-vs-annex81-technical-type,ValueSet/be-vs-prescription-type"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-pss-indication,1.1.0,draft,,BeCSPSSIndication,PSS Indication CodeSystem,"PSS indication codes for diagnostic imaging requests.","ValueSet/be-vs-pss-indication"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-radiology-supporting-info-role,1.1.0,draft,,BeCSRadiologySupportingInfoRole,eReferral Radiology SupportingInfo Role CodeSystem,"Defines the codes representing the roles of supporting information in an eReferral for radiology.","ValueSet/be-vs-radiology-supporting-info-role"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-request-track,1.1.0,draft,,BeCSRequestTrack,eReferral Request Track,"Care setting track codes for diagnostic imaging requests","ValueSet/be-vs-request-track"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-session-types,1.1.0,active,,BeCSSessionTypes,eReferral Session Types,"Types of sessions for education or care activities.","ValueSet/be-vs-session-type,ValueSet/be-vs-session-type-extended"
urn:ietf:bcp:47,2.0.1,active,,Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
