URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,3.0.0,active,"2.16.840.1.113883.5.1022",GTSAbbreviation,GTSAbbreviation,"*Open Issue:* It appears that the printnames are suboptimal and should be improved for many of the existing codes.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,3.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/v3-ServiceDeliveryLocationRoleType"
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,3.0.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/units-of-time"
https://www.ehealth.fgov.be/standards/fhir/core/CodeSystem/cd-hcparty,2.1.2,active,,HCParty,BeCdHcParty,"healthcare party in Belgium.","ValueSet/be-vs-cd-hcparty"
https://www.ehealth.fgov.be/standards/fhir/referral/CodeSystem/be-cs-temp-requested-service,1.0.0,draft,,BeTempRequestedService,BeTempRequestedService,"Temporary codes for indicating services that can be requested from a Nurse","ValueSet/be-vs-requested-services-nurse"
https://www.ehealth.fgov.be/standards/fhir/referral/CodeSystem/be-cs-temp-requested-service-detail,1.0.0,draft,,BeTempRequestedServiceDetail,BeTempRequestedServiceDetail,"Temporary codes for indicating service details that can be requested from a Nurse","ValueSet/be-vs-requested-services-nurse-detail"
https://www.ehealth.fgov.be/standards/fhir/referral/CodeSystem/be-prescription-status-reason,1.0.0,draft,,BePrescriptionStatusReason,BePrescriptionStatusReason,"Status reason for the prescription. Initially defined as supporting CodeSystem for the referral prescription.","ValueSet/be-vs-prescription-status-reason"
https://www.ehealth.fgov.be/standards/fhir/referral/CodeSystem/be-treatment-status-reason,1.0.0,draft,,BeTreatmentStatusReason,BeTreatmentStatusReason,"Status reason for the treatment. Initially defined as supporting CodeSystem for the referral prescription.","ValueSet/be-vs-treatment-status-reason"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
